Date,Open,High,Low,Close,Volume,Adj Close
2015-02-27,92.470001,93.389999,92.459999,92.970001,543400,92.970001
2015-02-26,93.690002,93.839996,92.349998,92.449997,567500,92.449997
2015-02-25,93.269997,93.910004,93.269997,93.610001,335100,93.610001
2015-02-24,93.260002,93.639999,92.93,93.540001,359100,93.540001
2015-02-23,92.589996,93.290001,92.589996,93.160004,499900,93.160004
2015-02-20,92.169998,92.93,91.489998,92.900002,652900,92.900002
2015-02-19,93.720001,93.970001,92.110001,92.610001,505600,92.610001
2015-02-18,93.010002,94.169998,92.949997,93.769997,648200,93.769997
2015-02-17,92.769997,92.870003,92.139999,92.860001,603100,92.860001
2015-02-13,92.199997,93.129997,92.199997,92.650002,555100,92.650002
2015-02-12,92.559998,92.980003,91.839996,92.620003,619300,92.620003
2015-02-11,92.470001,93.239998,92.120003,92.32,639900,92.32
2015-02-10,92.559998,92.959999,91.790001,92.529999,586500,92.529999
2015-02-09,92.580002,93.440002,91.730003,92.25,871700,92.25
2015-02-06,92.239998,92.910004,91.540001,92.529999,1067800,92.529999
2015-02-05,92.150002,93.330002,91.730003,92.050003,757400,92.050003
2015-02-04,92.169998,93.68,91.589996,91.910004,1282200,91.910004
2015-02-03,93.309998,93.989998,92.029999,92.650002,1040600,92.650002
2015-02-02,92.099998,93.279999,91.07,92.860001,1332400,92.860001
2015-01-30,93.349998,94.620003,92.349998,92.559998,1419500,92.559998
2015-01-29,88.589996,95.699997,88.550003,94.040001,3432100,94.040001
2015-01-28,87.32,87.970001,86.129997,86.519997,1301000,86.519997
2015-01-27,86.75,87.43,85.720001,87.07,986700,87.07
2015-01-26,87.339996,87.669998,86.809998,87.279999,757600,87.279999
2015-01-23,88.029999,88.029999,87.139999,87.230003,926800,87.230003
2015-01-22,87.089996,88.400002,86.290001,88.25,729000,88.25
2015-01-21,86.82,87.330002,86.160004,86.849998,493900,86.849998
2015-01-20,87.900002,88.00,86.400002,86.860001,484600,86.860001
2015-01-16,86.209999,87.690002,85.790001,87.589996,818100,87.589996
2015-01-15,87.230003,87.529999,86.129997,86.150002,409300,86.150002
2015-01-14,87.00,87.449997,86.199997,87.120003,450800,87.120003
2015-01-13,87.75,88.50,86.339996,86.889999,652500,86.889999
2015-01-12,87.599998,87.839996,86.720001,87.389999,515300,87.389999
2015-01-09,88.900002,88.919998,87.339996,87.379997,590300,87.379997
2015-01-08,87.339996,88.860001,87.339996,88.839996,725300,88.839996
2015-01-07,85.57,87.150002,85.470001,86.839996,664100,86.839996
2015-01-06,85.730003,86.080002,84.379997,84.860001,591700,84.860001
2015-01-05,86.709999,87.050003,85.620003,85.739998,722400,85.739998
2015-01-02,87.00,88.739998,86.379997,87.019997,583500,87.019997
2014-12-31,88.050003,88.610001,86.459999,86.510002,366800,86.510002
2014-12-30,88.599998,89.00,87.959999,88.010002,304200,88.010002
2014-12-29,88.349998,88.910004,88.349998,88.489998,266800,88.489998
2014-12-26,88.519997,89.050003,88.230003,88.620003,332600,88.620003
2014-12-24,87.870003,89.029999,87.82,88.440002,213300,88.440002
2014-12-23,88.699997,88.849998,87.470001,87.75,411800,87.75
2014-12-22,88.040001,88.879997,87.940002,88.599998,426700,88.599998
2014-12-19,87.610001,88.50,87.120003,88.040001,1131500,88.040001
2014-12-18,86.849998,87.18,85.790001,87.169998,719100,87.169998
2014-12-17,85.540001,86.629997,84.800003,86.080002,801000,86.080002
2014-12-16,84.949997,86.75,84.790001,85.07,610300,85.07
2014-12-15,86.260002,86.580002,84.57,84.980003,538600,84.980003
2014-12-12,85.839996,86.43,85.110001,85.150002,629900,85.150002
2014-12-11,86.629997,87.110001,86.050003,86.230003,615900,86.230003
2014-12-10,88.910004,89.00,86.580002,86.599998,680200,86.599998
2014-12-09,87.57,88.93,87.309998,88.849998,522900,88.849998
2014-12-08,87.489998,88.32,87.209999,88.269997,521800,88.269997
2014-12-05,87.349998,87.879997,86.910004,87.330002,452200,87.330002
2014-12-04,87.760002,88.00,87.089996,87.339996,500800,87.339996
2014-12-03,87.540001,88.019997,87.050003,87.68,622300,87.68
2014-12-02,88.75,88.949997,87.720001,87.919998,840600,87.919998
2014-12-01,88.540001,89.169998,87.75,88.269997,710800,88.269997
2014-11-28,89.309998,89.900002,88.379997,88.510002,445500,88.510002
2014-11-26,89.459999,89.620003,88.82,89.00,526800,89.00
2014-11-25,88.779999,89.120003,88.400002,89.089996,1408900,89.089996
2014-11-24,87.82,88.830002,87.510002,88.75,627800,88.75
2014-11-21,88.779999,89.150002,87.629997,87.75,415000,87.75
2014-11-20,87.470001,88.040001,86.989998,87.879997,472600,87.879997
2014-11-19,88.349998,88.400002,87.190002,87.660004,632500,87.660004
2014-11-18,87.50,88.610001,87.129997,88.349998,590700,88.349998
2014-11-17,87.349998,88.00,87.050003,87.610001,685800,87.610001
2014-11-14,88.589996,88.629997,87.25,87.580002,939000,87.580002
2014-11-13,87.32,88.919998,87.120003,88.68,1298700,88.68
2014-11-12,86.760002,87.610001,85.760002,87.400002,904100,87.400002
2014-11-11,85.209999,87.889999,85.209999,86.870003,891100,86.870003
2014-11-10,84.610001,85.519997,84.50,85.32,488400,85.32
2014-11-07,85.160004,85.309998,84.339996,84.639999,647900,84.639999
2014-11-06,84.449997,85.300003,84.120003,85.169998,734100,85.169998
2014-11-05,84.620003,84.849998,83.949997,84.410004,614900,84.410004
2014-11-04,83.419998,84.599998,83.360001,84.309998,831700,84.309998
2014-11-03,84.580002,84.599998,83.25,83.760002,1048000,83.760002
2014-10-31,84.50,84.790001,83.620003,84.120003,680600,84.120003
2014-10-30,82.739998,84.339996,82.540001,84.00,610300,84.00
2014-10-29,83.629997,84.419998,82.660004,83.160004,655200,83.160004
2014-10-28,82.360001,83.760002,82.110001,83.68,1311500,83.68
2014-10-27,80.809998,82.019997,80.730003,82.010002,1387500,82.010002
2014-10-24,79.529999,80.940002,79.199997,80.739998,995900,80.739998
2014-10-23,78.029999,79.849998,77.699997,79.690002,3227000,79.690002
2014-10-22,81.779999,82.120003,80.699997,80.989998,1779200,80.989998
2014-10-21,81.080002,81.989998,80.93,81.839996,848500,81.839996
2014-10-20,79.349998,80.379997,79.349998,80.349998,650200,80.349998
2014-10-17,79.459999,80.25,79.00,79.339996,586600,79.339996
2014-10-16,77.669998,79.639999,77.290001,78.970001,917600,78.970001
2014-10-15,78.830002,78.919998,76.730003,78.169998,1008200,78.169998
2014-10-14,79.410004,80.660004,79.279999,80.00,816800,80.00
2014-10-13,79.449997,80.139999,79.050003,79.080002,400700,79.080002
2014-10-10,80.00,80.739998,79.589996,79.610001,438100,79.610001
2014-10-09,80.379997,80.830002,79.550003,79.860001,601800,79.860001
2014-10-08,79.660004,80.440002,78.970001,80.440002,866700,80.440002
2014-10-07,80.690002,80.910004,79.480003,79.480003,442000,79.480003
2014-10-06,81.169998,81.559998,80.970001,81.089996,680100,81.089996
2014-10-03,80.370003,81.239998,80.370003,80.699997,645200,80.699997
2014-10-02,79.959999,80.68,79.260002,80.059998,1081400,80.059998
2014-10-01,80.279999,80.330002,79.580002,79.980003,961500,79.980003
2014-09-30,81.07,81.459999,80.00,80.120003,785800,80.120003
2014-09-29,80.470001,81.43,80.099998,81.199997,501300,81.199997
2014-09-26,81.029999,81.309998,80.160004,80.900002,1049400,80.900002
2014-09-25,82.129997,82.43,80.879997,80.889999,631500,80.889999
2014-09-24,81.779999,82.599998,81.550003,82.480003,735100,82.480003
2014-09-23,81.169998,81.910004,80.900002,81.660004,658200,81.660004
2014-09-22,82.50,82.540001,81.449997,81.599998,635100,81.599998
2014-09-19,83.199997,83.269997,82.419998,82.629997,870700,82.629997
2014-09-18,82.889999,82.889999,82.379997,82.730003,985000,82.730003
2014-09-17,83.129997,83.150002,82.290001,82.50,838100,82.50
2014-09-16,83.260002,83.540001,82.580002,83.019997,897500,83.019997
2014-09-15,84.970001,84.970001,82.910004,83.620003,1084600,83.620003
2014-09-12,85.849998,86.129997,84.959999,85.330002,524600,85.330002
2014-09-11,85.510002,86.169998,85.260002,85.970001,328700,85.970001
2014-09-10,85.650002,86.029999,85.379997,85.919998,363400,85.919998
2014-09-09,85.739998,85.739998,85.07,85.370003,312200,85.370003
2014-09-08,85.050003,85.82,85.050003,85.720001,368100,85.720001
2014-09-05,84.800003,85.150002,84.099998,85.07,407900,85.07
2014-09-04,85.32,85.800003,84.650002,84.790001,252000,84.790001
2014-09-03,85.599998,85.720001,85.110001,85.300003,292900,85.300003
2014-09-02,85.230003,85.830002,84.879997,85.110001,532500,85.110001
2014-08-29,84.790001,85.089996,84.589996,85.019997,619600,85.019997
2014-08-28,84.599998,85.00,84.089996,84.809998,527300,84.809998
2014-08-27,85.00,85.370003,84.800003,85.00,463000,85.00
2014-08-26,84.82,85.239998,84.50,84.989998,500400,84.989998
2014-08-25,84.690002,84.860001,84.349998,84.550003,219800,84.550003
2014-08-22,84.510002,84.900002,84.150002,84.339996,389000,84.339996
2014-08-21,84.459999,84.910004,84.25,84.510002,450700,84.510002
2014-08-20,84.370003,84.660004,83.419998,84.230003,680100,84.230003
2014-08-19,85.00,85.00,84.510002,84.690002,502300,84.690002
2014-08-18,85.099998,85.550003,84.800003,85.019997,580300,85.019997
2014-08-15,85.410004,85.57,83.489998,84.239998,719700,84.239998
2014-08-14,85.400002,85.769997,85.099998,85.339996,477500,85.339996
2014-08-13,85.279999,85.779999,84.959999,85.379997,589300,85.379997
2014-08-12,84.709999,85.57,84.309998,85.139999,580700,85.139999
2014-08-11,85.43,85.43,84.629997,84.779999,636200,84.779999
2014-08-08,83.489998,85.410004,83.489998,85.209999,1150100,85.209999
2014-08-07,83.57,84.349998,82.989998,83.550003,1011200,83.550003
2014-08-06,82.449997,83.830002,82.449997,83.459999,528500,83.459999
2014-08-05,82.699997,83.699997,82.669998,82.900002,463900,82.900002
2014-08-04,81.889999,83.540001,81.75,83.379997,455100,83.379997
2014-08-01,81.849998,82.290001,81.110001,81.889999,618900,81.889999
2014-07-31,82.910004,83.220001,82.120003,82.150002,455300,82.150002
2014-07-30,83.620003,83.959999,82.940002,83.089996,621700,83.089996
2014-07-29,83.349998,83.620003,82.970001,83.139999,524900,83.139999
2014-07-28,82.720001,83.589996,82.459999,83.300003,679400,83.300003
2014-07-25,82.860001,83.379997,82.389999,82.739998,1141100,82.739998
2014-07-24,84.400002,85.25,82.029999,83.360001,2200500,83.360001
2014-07-23,85.900002,87.849998,85.510002,87.519997,1414400,87.519997
2014-07-22,84.699997,86.239998,84.279999,85.510002,671600,85.510002
2014-07-21,84.110001,84.360001,83.480003,84.269997,384400,84.269997
2014-07-18,83.589996,84.660004,83.239998,84.589996,317200,84.589996
2014-07-17,84.43,84.699997,83.230003,83.25,441200,83.25
2014-07-16,84.839996,85.019997,84.279999,84.910004,427100,84.910004
2014-07-15,84.959999,85.32,84.160004,84.68,276200,84.68
2014-07-14,85.330002,85.650002,84.900002,84.959999,456600,84.959999
2014-07-11,85.050003,85.190002,84.660004,85.139999,540600,85.139999
2014-07-10,84.580002,85.43,84.209999,85.260002,501300,85.260002
2014-07-09,84.93,85.309998,84.440002,85.290001,572900,85.290001
2014-07-08,84.510002,84.580002,83.75,84.540001,462800,84.540001
2014-07-07,84.040001,85.139999,83.919998,84.480003,487300,84.480003
2014-07-03,84.00,84.370003,83.779999,84.279999,304800,84.279999
2014-07-02,83.900002,84.120003,83.470001,84.050003,294000,84.050003
2014-07-01,83.290001,84.010002,83.239998,83.949997,454600,83.949997
2014-06-30,83.620003,83.709999,82.529999,83.139999,526800,83.139999
2014-06-27,83.75,84.389999,83.480003,83.849998,535100,83.849998
2014-06-26,83.879997,84.029999,82.989998,84.00,352200,84.00
2014-06-25,83.269997,84.290001,83.010002,84.019997,402900,84.019997
2014-06-24,84.260002,84.529999,83.190002,83.269997,543700,83.269997
2014-06-23,84.459999,85.269997,84.360001,84.57,594300,84.57
2014-06-20,83.970001,84.400002,83.940002,84.339996,600500,84.339996
2014-06-19,83.75,84.080002,83.519997,83.709999,416900,83.709999
2014-06-18,82.510002,83.730003,82.269997,83.720001,597600,83.720001
2014-06-17,82.360001,82.900002,82.209999,82.529999,480300,82.529999
2014-06-16,82.089996,82.940002,81.989998,82.290001,595100,82.290001
2014-06-13,81.800003,82.410004,81.589996,81.830002,514800,81.830002
2014-06-12,81.160004,81.720001,80.529999,81.690002,428800,81.690002
2014-06-11,81.190002,81.57,80.949997,81.32,289200,81.32
2014-06-10,81.650002,81.730003,80.879997,81.620003,504000,81.620003
2014-06-09,81.82,82.220001,81.230003,81.75,413000,81.75
2014-06-06,81.980003,82.190002,81.089996,82.050003,868900,82.050003
2014-06-05,81.800003,82.360001,81.43,81.82,398700,81.82
2014-06-04,82.00,82.18,81.379997,81.830002,433100,81.830002
2014-06-03,82.080002,82.50,81.660004,82.110001,375900,82.110001
2014-06-02,82.480003,82.669998,82.010002,82.330002,342800,82.330002
2014-05-30,82.43,82.989998,82.18,82.449997,561000,82.449997
2014-05-29,82.550003,83.220001,82.43,82.50,269000,82.50
2014-05-28,82.50,82.900002,81.68,82.360001,671400,82.360001
2014-05-27,80.870003,83.129997,80.870003,82.839996,688500,82.839996
2014-05-23,81.379997,81.419998,80.650002,80.919998,661300,80.919998
2014-05-22,81.260002,81.779999,80.860001,81.360001,349500,81.360001
2014-05-21,81.07,81.709999,80.949997,81.230003,358700,81.230003
2014-05-20,81.470001,81.519997,80.480003,80.82,331500,80.82
2014-05-19,81.059998,81.610001,80.68,81.519997,327100,81.519997
2014-05-16,80.669998,81.089996,80.209999,81.059998,622800,81.059998
2014-05-15,81.910004,82.110001,80.360001,80.769997,600700,80.769997
2014-05-14,82.410004,82.449997,81.790001,82.269997,594300,82.269997
2014-05-13,83.449997,83.449997,82.50,82.639999,407800,82.639999
2014-05-12,82.00,83.449997,81.669998,83.389999,658900,83.389999
2014-05-09,80.730003,81.989998,80.339996,81.949997,513800,81.949997
2014-05-08,80.389999,81.190002,80.389999,80.919998,628600,80.919998
2014-05-07,81.07,81.169998,79.669998,80.330002,1100100,80.330002
2014-05-06,80.470001,81.489998,80.470001,80.860001,1101200,80.860001
2014-05-05,79.699997,80.709999,79.360001,80.599998,643400,80.599998
2014-05-02,79.089996,80.940002,78.970001,79.849998,1262100,79.849998
2014-05-01,79.260002,79.559998,78.669998,79.080002,1042400,79.080002
2014-04-30,79.830002,80.169998,78.970001,79.550003,1089400,79.550003
2014-04-29,79.82,80.330002,79.529999,79.75,1065900,79.75
2014-04-28,78.93,79.870003,78.440002,79.550003,1158700,79.550003
2014-04-25,78.43,78.860001,77.739998,78.660004,794100,78.660004
2014-04-24,78.50,80.32,78.32,78.739998,1551000,78.739998
2014-04-23,81.199997,81.550003,80.459999,81.309998,1146200,81.309998
2014-04-22,81.410004,81.980003,81.050003,81.459999,775400,81.459999
2014-04-21,80.32,81.449997,80.32,81.239998,554400,81.239998
2014-04-17,80.629997,80.849998,79.620003,80.279999,871500,80.279999
2014-04-16,82.559998,82.629997,80.599998,80.889999,657900,80.889999
2014-04-15,80.910004,82.07,79.860001,82.059998,902300,82.059998
2014-04-14,80.550003,81.099998,79.980003,80.660004,746400,80.660004
2014-04-11,80.580002,81.400002,80.00,80.059998,800700,80.059998
2014-04-10,83.75,83.75,81.07,81.080002,955800,81.080002
2014-04-09,83.660004,84.089996,82.580002,83.989998,873100,83.989998
2014-04-08,83.300003,84.419998,83.040001,83.940002,843400,83.940002
2014-04-07,84.760002,84.800003,83.029999,83.370003,726700,83.370003
2014-04-04,85.18,86.599998,84.489998,84.849998,850100,84.849998
2014-04-03,84.639999,84.830002,84.110001,84.800003,1028000,84.800003
2014-04-02,84.120003,84.43,83.68,84.279999,473800,84.279999
2014-04-01,84.220001,84.599998,83.779999,84.18,626400,84.18
2014-03-31,83.25,84.139999,82.849998,83.989998,421800,83.989998
2014-03-28,82.639999,83.489998,82.199997,82.489998,379700,82.489998
2014-03-27,82.18,82.529999,81.559998,82.260002,476600,82.260002
2014-03-26,82.669998,83.449997,82.019997,82.019997,472500,82.019997
2014-03-25,82.160004,83.169998,81.599998,82.190002,629600,82.190002
2014-03-24,83.879997,83.940002,81.57,82.18,672600,82.18
2014-03-21,84.82,84.839996,83.449997,83.839996,977700,83.839996
2014-03-20,84.330002,84.940002,83.980003,84.25,455500,84.25
2014-03-19,84.970001,85.57,83.669998,84.410004,483800,84.410004
2014-03-18,84.599998,85.169998,84.599998,84.959999,361000,84.959999
2014-03-17,84.510002,85.190002,84.360001,84.639999,503700,84.639999
2014-03-14,83.989998,84.800003,83.650002,84.25,503200,84.25
2014-03-13,84.910004,84.940002,83.860001,84.089996,462400,84.089996
2014-03-12,84.589996,84.970001,83.75,84.75,552800,84.75
2014-03-11,84.18,85.50,83.599998,84.709999,647000,84.709999
2014-03-10,84.400002,84.790001,83.709999,84.339996,465800,84.339996
2014-03-07,84.660004,84.699997,83.699997,84.690002,362800,84.690002
2014-03-06,84.309998,84.709999,84.089996,84.410004,311100,84.410004
2014-03-05,84.349998,84.580002,83.610001,84.360001,360600,84.360001
2014-03-04,84.190002,84.699997,84.169998,84.43,388500,84.43
2014-03-03,82.970001,83.82,82.82,83.349998,634600,83.349998
2014-02-28,83.610001,84.709999,83.190002,83.830002,878600,83.830002
2014-02-27,82.889999,83.419998,82.059998,83.400002,574500,83.400002
2014-02-26,82.82,83.830002,82.709999,82.860001,483300,82.860001
2014-02-25,83.889999,84.43,82.800003,83.040001,726500,83.040001
2014-02-24,83.589996,84.489998,83.489998,84.010002,514100,84.010002
2014-02-21,84.059998,84.410004,83.519997,83.699997,553200,83.699997
2014-02-20,81.860001,84.440002,81.220001,84.099998,863700,84.099998
2014-02-19,82.50,83.129997,81.760002,81.779999,509000,81.779999
2014-02-18,82.050003,83.300003,81.919998,82.860001,669300,82.860001
2014-02-14,81.32,82.110001,80.989998,81.809998,448800,81.809998
2014-02-13,80.550003,81.400002,79.970001,81.370003,505900,81.370003
2014-02-12,81.050003,81.529999,80.690002,80.849998,385700,80.849998
2014-02-11,80.529999,81.080002,80.089996,81.050003,707800,81.050003
2014-02-10,80.400002,80.839996,79.739998,80.660004,802200,80.660004
2014-02-07,78.970001,80.419998,78.889999,80.309998,561600,80.309998
2014-02-06,78.489998,78.989998,78.32,78.940002,471300,78.940002
2014-02-05,78.110001,78.699997,77.510002,78.459999,512200,78.459999
2014-02-04,78.50,78.769997,77.709999,78.370003,773000,78.370003
2014-02-03,81.400002,81.599998,78.099998,78.260002,952600,78.260002
2014-01-31,81.68,81.760002,81.150002,81.309998,807500,81.309998
2014-01-30,82.00,82.580002,81.800003,82.349998,627200,82.349998
2014-01-29,81.389999,81.830002,80.690002,81.68,1017600,81.68
2014-01-28,81.75,82.449997,81.290001,81.730003,709700,81.730003
2014-01-27,81.559998,82.150002,80.93,81.629997,983000,81.629997
2014-01-24,83.139999,83.139999,81.760002,81.800003,1186000,81.800003
2014-01-23,83.110001,84.239998,82.00,83.510002,2390600,83.510002
2014-01-22,81.720001,82.529999,81.519997,82.489998,1197500,82.489998
2014-01-21,82.379997,82.389999,80.440002,81.860001,1164100,81.860001
2014-01-17,81.989998,82.43,81.669998,82.400002,1050900,82.400002
2014-01-16,81.279999,82.529999,81.260002,82.519997,782300,82.519997
2014-01-15,81.029999,81.550003,80.57,81.419998,530600,81.419998
2014-01-14,80.139999,80.839996,79.879997,80.599998,688400,80.599998
